Schlüssel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentümer;OK Terrain;Schachtüberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergänzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
912;Quelle Bäreboden;Bäreboden;Linthal;8783;716240;193700;;Vock;1620;0;71619303;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;schlecht;Holz;Brunnenstube;Feldaufnahmen;Hansheiri Stüssi, Werkführer Linthal;;;25;26;;;keine vorh.;;nein;R. Brunner;29.09.1998;51;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
913;Quelle Alp Hinter Durnachtal;Hinter Durnachtal;Linthal;8783;722040;195340;;Tagwen Dorf;1400;0;72219501;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Tagwen Dorf, Linthal;;;27;28;;;keine vorh.;;nein;R. Brunner;29.09.1998;52;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
914;Quelle Mittel Durnachtal Stäfeli;;Linthal;8783;721690;195970;;Tagwen Matt;1430;0;72119501;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Tagwen Matt, Linthal;;;29;30;;;keine vorh.;1;nein;R. Brunner;29.09.1998;53;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
915;Quelle Bodmen;Bodmen;Linthal;8783;720610;196020;;Tagwen Matt;1830;0;72019601;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Holz;Brunnenstube;Feldaufnahmen;Tagwen Matt, Linthal;;;31;32;;;keine vorh.;;nein;R. Brunner;29.09.1998;54;29.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
916;Quelle Rieter Ortsstafel;Rieter Ortsstafel;Linthal;8783;716780;198380;;Tagwen Dorf;1740;;71619801;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Dorf, Linthal;keine Begehung;;;;;;keine vorh.;;;R. Brunner;01.09.1998;55;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
917;Quelle Rietberg Mittel Stafel;Rietberg;Linthal;8783;717210;198275;;Tagwen Dorf;1500;20;71719801;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Tagwen Dorf, Linthal;Überwasser in Reservoir Riet;;19;20;;;keine vorh.;;nein;R. Brunner;01.09.1998;56;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
918;Quelle Chameralp ober Stafel;Ober Stafel;Linthal;8783;715980;195110;;Gde. Hätzingen;1750;0;71519501;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung/ ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Beat Aebli, Werkführer Gde.Hätzingen;;;13;14;;;keine vorh.;1;nein;R. Brunner;01.09.1998;57;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
919;Quelle Friteren Hinter Stafel;Friteren Hinter Stafel;Linthal;8783;714575;196485;;Tagwen Ennetlinthli;1440;;71419601;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Ennetlinthli Linthal;;;15;;;;keine vorh.;;;R. Brunner;01.09.1998;58;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
920;Quelle Ober Friteren;unterhalb Kelle;Linthal;8783;715720;197260;;Tagwen Ennetlinthli;1580;;71519701;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Ennentlinthli Linthal;;;16;17;18;;keine vorh.;;;R. Brunner;01.09.1998;59;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
921;Quelle Ortstafel;Ortstafel;Linthal;8783;714900;197500;;Tagwen Ennetlinthli;1900;;71419701;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;;;;Feldaufnahmen;Tagwen Ennetlinthli Linthal;während ca. 1 Monat/Jahr Bachwasserfassung unterhalb Schneefeld, keine Begehung;;;;;;keine vorh.;;;R. Brunner;01.09.1998;60;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
922;Quelle Reservoir Riet;Riet unter Stafel;Linthal;8783;717530;198200;;Tagwen Dorf;1390;;71719802;aus Plan gelesen;Trinkwasser;Restaurant Nussbühl;ab Fels;gut;Tor;Reservoir;Feldaufnahmen;Tagwen Dorf Linthal;+ Alpgebäude;;21;;;;erforderlich;1;ja;R. Brunner;01.09.1998;61;01.09.1998;;WAHR;FALSCH;FALSCH;FALSCH
923;Quelle Ober Fessis;Wasserböden;Sool;8762;728530;209120;;Gde. Sool;2020;;72820901;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;gut;keine vorh.;Brunnenstube;Feldaufnahmen;W. Kessler, Förster Sool;Neufasssung 1997, Katadyn-Filter in Hütte;;;;;;keine vorh.;;nein;R. Brunner;25.08.1998;26;25.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
924;Quelle Jagdhütte Chli Gheist;Chli Gheist;Sool;8762;727770;207945;;Hugo Unold, Sool;1480;;72720706;aus Plan gelesen;Trinkwasser;Jagdhütte;Bachwasserfassung;;;;Feldaufnahmen;Hugo Unold, Sool;;;;;;;keine vorh.;;;R. Brunner;25.08.1998;27;25.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
951;Quelle Loch 4;Loch;Matt;8766;730435;201530;;Gde.Matt;1330;;73020103;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;12;13;;;definitiv;1;ja;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
966;Quelle Willi Wang;Alprüteli;Elm;8767;733160;198140;;Ferienhäuser Alprüteli;1210;10;73319802;aus Plan gelesen;Trinkwasser;WV Gemeinde Elm (neu), Ferienhäuser;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Feldaufnahmen;Walter Frei;;;2;3;;;keine vorh.;1;nein;Brunner;15.06.1999;51;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
967;QuelleEmpächli Bergli (Disch);Bergli;Elm;8767;730260;197660;;Disch Peter+Kaspar, Marti Blasius;1455;0;73019705;aus Plan gelesen;Trinkwasser;Weiler;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Feldaufnahmen;Samuel Hefti, EW Elm;;;19;20;;;keine vorh.;1;nein;Brunner;15.06.1999;52;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
968;Quelle Elmag- Rain 2;Wiese;Elm;8767;731745;197715;;Kaspar Elmer;995;0;73119702;aus Plan gelesen;Trinkwasser;Dorfbrunnrn, Ställe;Sicker-/Zuleitung;gut;Eisen 4-kant;Brunnenstube;Feldaufnahmen;Kaspar Elmer, Elm;Sandgassbrunnen;;27;28;;;keine vorh.;1;nein;Brunner;15.06.1999;53;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
969;Quelle Elmag- Rain 3;Wiese;Elm;8767;731755;197725;;Kaspar Elmer, Fleischgasse;995;40;73119703;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Kaspar Elmer, Elm;;;29;;;;keine vorh.;1;nein;Brunner;15.06.1999;54;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
970;Quelle Unterbergli;Unterbergli;Engi;8765;729960;205450;;H.Altmann;840;0;72920504;;Trinkwasser;2 Liegenschaften;Aufstossend;genügend;Betondeckel;Brunnenstube;Feldaufnahmen;Heinrich Altmann, Unterbergli Engi;;;17;18;;;keine vorh.;0;nein;Brunner;19.08.1999;23;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
971;Quelle Fitter-Chamm Ober Staffel;Matt;Engi;8765;733570;205320;;Gde. Engi;2025;0;73320501;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisen mit 4-Kant;Brunnenstube/Reservoir;Feldaufnahmen;Fux Ernst, Werkführer Engi;;;23;24;25;;keine vorh.;2;nein;Brunner;19.08.1999;24;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
972;Quelle Wasserböden;Wasserböden;Engi;8765;733110;204690;;Gde. Engi;1820;20;73320401;aus Plan gelesen;Trinkwasser;Alpgebäude Stöfeli;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;;;26;27;;;keine vorh.;1;nein;Brunner;19.08.1999;25;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
973;Quelle Trosboden;Trosboden;Engi;8765;732370;205340;;Gde. Engi;1730;;73220501;aus Plan gelesen;Trinkwasser;Alpgebäude Sandigen;ab Fels;gut;Blech-Deckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;;;28;29;;;keine vorh.;;nein;Brunner;19.08.1999;26;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
974;Quelle Lindenbodenberg;Lindenbodenberg;Engi;8765;731030;205440;;Elsa Marti;1105;0;73120503;aus Plan gelesen;Trinkwasser;Einzelliegenschaft + Ferienhaus;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Elsa Marti Lindenbodenberg, Engi;;;35;36;;;keine vorh.;1;nein;Brunner;19.08.1999;27;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
975;Quelle Höfliegg;;Engi;8765;729150;205710;29;;755;0;72920501;;Brauchwasser;Brunnen;Sicker-/Zuleitung;sanierungsbedürftig;Betondeckel;Brunnenstube;Feldaufnahmen;;;;;;;;keine vorh.;;nein;M.Simmler;25.03.1998;;25.03.1998;;WAHR;FALSCH;FALSCH;FALSCH
976;Quelle Lindenbodenberg 2;Lindenbodenberg;Engi;8765;731090;205430;;Elsa Marti;1130;0;73120504;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Elsa Marti, Lindenbodenberg Engi;Reservoir vollständig überdeckt;;1;;;;keine vorh.;2;nein;Brunner;19.08.1999;28;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
977;Quelle Stöckenberg;Stöckenberg;Engi;8765;731150;205340;;Kaspar Luchsinger;1145;0;73120505;;Trinkwasser;Einzelliegenschaft;ab Fels;schlecht;Schieferplatte;Brunnenstube;Feldaufnahmen;Kaspar Luchsinger, Berg Engi;;;2;3;;;keine vorh.;0;nein;Brunner;19.08.1999;29;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
978;Quelle Geissberg;Geissberg;Engi;8765;730610;205360;;Gde. Engi;910;;73020504;;Trinkwasser;Einzelliegenschaft;;;;;Feldaufnahmen;Fux Ernst, Werkführer Engi;"Brunnenstube überdeckt
Trinkwasserversorgung für Haus Andi Rhyner, Elm";;6;;;;keine vorh.;;;Brunner;19.08.1999;31;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
979;Quelle Fährenboden;Fährenboden;Engi;8765;730940;205230;;Konrad Marti;1040;0;73020505;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;ab Fels;schlecht;Holz;Brunnenstube;Feldaufnahmen;Konrad Marti, Fährenboden Engi;;;4;5;;;keine vorh.;0;nein;Brunner;19.08.1999;30;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
980;Quelle Vorder Auen;Rüfi Höschetli;Elm;8767;730375;196890;;Korporation;1110;0;73019603;aus Plan gelesen;Trinkwasser;5 Liegenschaften;Bachwasserfassung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Oswald Rhyner, Sunnehügli Elm;;;6;7;;;keine vorh.;1;nein;Brunner;18.08.1999;55;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
981;Quelle Elmer + Pfiffner;Rüfi Höschetli;Elm;8767;730385;196900;;Elmer+Pfiffner;1110;0;73019602;aus Plan gelesen;Trinkwasser;4 Wohnhäuser;Aufstossend;genügend;Holz;Brunnenstube;Feldaufnahmen;Beat Elmer, Rüfi Elm;;;8;9;;;keine vorh.;0;nein;Brunner;18.08.1999;36;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
982;Quelle Freitag- Furrer;Rüfi Höschetli;Elm;8767;730350;196880;;;1110;0;73019604;aus Plan gelesen;Trinkwasser;;Aufstossend;schlecht;Holz;Brunnenstube;Feldaufnahmen;Ruedi Freitag- Furrer, Egg Elm;;;;;;;keine vorh.;0;nein;Brunner;18.08.1999;57;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
983;Quelle Riseten Ober Stafel 2;Riseten;Matt;8766;736980;203685;;Gde. Matt;1940;0;73620302;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Christoph Marti,m Werkführer Matt;;;10;12;;;keine vorh.;2;nein;Brunner;20.08.1999;25;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
984;Quelle Riseten Ober Stafel 3;Riseten;Matt;8766;736990;203670;;Gde. Matt;1940;0;73620303;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;11;12;;;keine vorh.;2;nein;Brunner;20.08.1999;26;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
985;Quelle Jägerhütte Höreli;Zöpf;Matt;8766;736490;204320;;Lienhard Andrea;1680;0;73620403;aus Plan gelesen;Trinkwasser;Jägerhütte;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Lienhard Andrea, Glarus (Zürich-Versicherung);;;13;14;;;;1;nein;Brunner;20.08.1999;27;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
986;Quelle Riseten Mittel Stafel 2;Distelrain;Matt;8766;736610;204260;;Gde. Matt;1740;0;73620402;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Feldaufnahmen;Christoph Marti, Werkführer Matt;Zuleitungen: 1 + Zuleitung von Mittel Stafel 1;;17;18;;;keine vorh.;1;nein;Brunner;20.08.1999;28;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
987;Quelle Stollenrus Alp Krauchtal Unter Stafel 1;im Stollen;Matt;8766;736385;205600;;Gde. Matt;1650;0;73620501;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;26;27;;;keine vorh.;0;nein;Brunner;20.08.1999;29;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
988;Quelle Heulochwald;Heulochwald;Matt;8766;736260;205700;;Jakob Marti/ Meier;1720;0;73620503;aus Plan gelesen;Trinkwasser;2 Jägerhüttli;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Jakob Marti, Krauch Matt;;;28;29;;;keine vorh.;2;nein;Brunner;20.08.1999;30;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
989;Quelle Bergheim;Buchs-Hoschet;Matt;8766;732650;202890;;Hans Baumgartner;1240;0;73220201;aus Plan gelesen;Trinkwasser;2 Häuser;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Hans Baumgartner, im Tschogglen Matt;;;30;31;;;keine vorh.;1;nein;Brunner;20.08.1999;31;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
990;Quelle Hell;Hell;Matt;8766;732280;203430;;Heinrich Kubli;1380;;73220301;aus Plan gelesen;Trinkwasser;Ferienhäuser;ab Boden/ Sickerleitung;schlecht;;kein Schacht;Feldaufnahmen;Heinrich Kubli, Netstal;;;32;;;;keine vorh.;1;nein;Brunner;20.08.1999;32;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
991;Quelle Weidberg;Weidberg;Matt;8766;732160;204180;;Lampe Bruno;1520;0;73220401;aus Plan gelesen;Trinkwasser;Ferienhaus;Sicker-/Zuleitung;gut;Plastik;Brunnenstube;Feldaufnahmen;Lampe Bruno, Näfels;;;33;34;;;keine vorh.;2;nein;Brunner;20.08.1999;33;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
992;Quelle Hüsliberg;Hüsliberg;Matt;8766;732700;203525;;Fredi Marti;1460;0;73220302;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Fredi Marti, Hoschet- Weissenberg Matt;;;35;36;;;keine vorh.;1;nein;Brunner;20.08.1999;34;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
993;Quelle Kegelboden;Kegelboden;Engi;8765;732980;204105;;Hösli Hansruedi;1685;0;73220402;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Hösli Hansruedi, im Liesi Linthal;;;1;2;;;keine vorh.;0;nein;Brunner;20.08.1999;;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
994;Quelle Weiden Signer;Weiden;Matt;8766;733210;203990;;Signer Martin;1650;0;73320301;aus Plan gelesen;Trinkwasser;Ferienhaus;Sicker-/Zuleitung;genügend;Holz;Brunnenstube;Feldaufnahmen;Signer Martin, Wallisellen;;;6;7;;;keine vorh.;1;nein;Brunner;20.08.1999;;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
995;Quelle Wienegg;Wienegg;Matt;8766;733145;202790;;Ruedi Schuler;1215;0;73320201;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Ruedi Schuler, Wienegg Matt;;;8;9;;;keine vorh.;1;nein;Brunner;20.08.1999;;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
1019;Quelle Loch 5;Loch;Matt;8766;730420;201515;;Gde. Matt;1335;;73020104;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;14;16;;;definitiv;1;ja;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1020;Quelle Loch 7;Loch;Matt;8766;730425;201500;;Gde. Matt;1335;5;73020106;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;18;;;;definitiv;1;nein;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1021;Quelle Loch 6;Loch;Matt;8766;730420;201500;;Gde. Matt;1335;;73020105;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;15;17;;;definitiv;1;ja;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1022;Quelle Hinteregg Ober Stafel 1;Hinteregg;Matt;8766;734755;204420;;Gde. Matt;1845;;73420401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels/ aufstossend;gut;Holz;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;27;28;;;keine vorh.;0;nein;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1023;Quelle Forsthaus;Eggerturm;Matt;8766;734820;203950;;Gde. Matt;1680;0;73420301;aus Plan gelesen;Trinkwasser;Forsthaus Bruch;Sicker-/Zuleitung;gut;Holz;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;29;30;;;keine vorh.;1;nein;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1024;Quelle Vorder Winggelhütten;Vorder Winggelhütten;Matt;8766;735920;204425;;Gde. Matt;1430;0;73520401;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisen;Brunnenstube;Feldaufnahmen;Christoph Marti, Werkführer Matt;;;36;1;;;keine vorh.;1;nein;Brunner;18.10.1999;;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1025;Quelle Mülibach Ober Stafel 1;Haugeten;Engi;8765;734660;210280;;Gde. Engi;2000;0;73421001;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Blech-Deckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;;;8;9;;;keine vorh.;0;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1026;Quelle Mülibach Ober Stafel 2;Haugeten;Engi;8765;734700;210270;;Gde. Engi;2015;0;73421002;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung/ ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;;;10;11;;;keine vorh.;1;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1027;Quelle Jgdhütte Stadler;Mülibach Ober Stafel;Engi;8765;734280;210130;;Karl Stadler;1950;0;73421003;aus Plan gelesen;Trinkwasser;Jagdhütte;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Karl Stadler Engi;;;12;13;;;keine vorh.;1;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1028;Quelle Alp Lüser;Tristel;Engi;8765;733330;209740;;Gde. Engi;2010;0;73320901;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Betondeckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;wird in den nächsten 3 Wochen saniert;;14;15;;;keine vorh.;2;;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1029;Quelle Stafel 1;Stafel;Engi;8765;732740;208360;;Hans Blumer;1840;0;73220801;aus Plan gelesen;Trinkwasser;Jagdhütte;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Hans Blumer Engi;;;16;17;;;keine vorh.;3;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1030;Quelle Stafel 2;Stafel;Engi;8765;732700;208380;;Werner Luchsinger;1850;0;73220802;aus Plan gelesen;Trinkwasser;Skihütte;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Werner Luchsinger Schwanden;;;18;19;;;keine vorh.;1;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1031;Quelle Hauen;Hauen;Engi;8765;733240;207850;;Gde. Engi;1560;0;73320701;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;;;20;2;;;keine vorh.;;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1032;Quelle Schwammhütte;Schwamm;Engi;8765;732720;207400;;Gde. Engi;1550;0;73220701;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;Schwammhütte, Gamszinggenhütte, Käsespeicher Gams;;23;24;;;keine vorh.;0;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1033;Quelle Herrenegg;Herrenegg;Engi;8765;731200;205030;;Susu Luchsinger;1080;0;73120506;aus Plan gelesen;Trinkwasser;Wohnhaus + Ferienhaus;ab Fels;schlecht;Steinplatte;Brunnenstube;Feldaufnahmen;Susu Luchsinger Engi;Quellschacht geschädigt;;25;;;;keine vorh.;0;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1034;Quelle Trog;Trog;Engi;8765;730960;204930;;Kaspar Luchsinger;1000;0;73020401;aus Plan gelesen;Trinkwasser;3 Ferienhäuser;Aufstossend;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Kaspar Luchsinger Engi;;;26;27;;;keine vorh.;0;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1035;Quelle im Malisand 2;Malisand;Engi;8765;730610;205770;;Weseta;950;0;73020507;aus Plan gelesen;Trinkwasser;Wohnhäuser Weberei;;gut;Eisentor;Brunnenstube;Feldaufnahmen;Weseta Engi;Tor verschlossen;;29;;;;erforderlich;;ja;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1036;Quelle im Malisand 3;Malisand;Engi;8765;;;;;;;73020508;;;;;;;;Feldaufnahmen;;Quellschacht nicht gefunden;;;;;;;;;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1037;Quelle Siwellen;Chämm;Engi;8765;728500;202800;;Gde. Engi;2060;0;72820201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Feldaufnahmen;Fux Ernst, Werkführer Engi;keine Begehung, Quellangaben nach Fux Ernst;;;;;;keine vorh.;0;nein;Brunner;19.10.1999;;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
1045;Quelle Geissegg;Falzüber/Horn;Elm;8767;736150;196150;;;2050;;73619801;aus Plan gelesen;;Alp Falzüber/Horn;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR;FALSCH;FALSCH
1046;Quelle Schilter Runse;Grüenen, Alp Gufeli;Engi;8765;730450;206670;;Brunnenkorporation;;;73020602;;Trinkwasser;Ferienhäuser;;;;;tel Angabe Ernst Fux;Ernst Fux, Werkführer Engi;;;;;;;erforderlich;;;-;20.09.2001;;;;WAHR;FALSCH;FALSCH;FALSCH
1048;Niederenquelle;Niederen;Elm;8767;733800;196350;;;1530;;73319601;aus Plan gelesen;Trinkwasser;Restaurant;;;;;Archiv AFU Glarus;Frau Hefti, Mollis;Lage geschätzt;;;;;;erforderlich;;;;14.06.2002;;;;WAHR;WAHR;FALSCH;FALSCH
1049;Quelle Zantop;Im Grueb;Matt;8766;732150;201600;;Fam Zantop;900;;73220102;aus Plan gelesen;Trinkwasser;Ferienhaus;;;;;;Zantop;Lage geschätzt;;;;;;;;;;20.06.2002;;;;WAHR;WAHR;FALSCH;FALSCH
1050;Rotbergquelle;Rotberg;Braunwald;8784;718420;202050;;;;;71820202;aus Plan gelesen;Trinkwasser;Ferienhaus;;;;;;;;;;;;;;;;;20.06.2002;;;;WAHR;WAHR;FALSCH;FALSCH
1051;Quelle bei Rotberg/Seblengrat;;Braunwald;8784;718450;202100;;;;;71820203;;Beschneiung?;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;FALSCH;FALSCH
